Negocio|Nombre negocio|Gen|Nombre Gen|Uen|Nombre de la uen|Sublinea|Nomb Sublinea|Cat|Desc_Categoria|Subc|Desc_Subcategoria|Nom abreviado|Segmento|Desc_Segmento|Tipo unidad de medida|Unidad PUM|Descripción PUM                                                                                       
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0832|VINO ROSADOS MESA             |V ROSADOS |0207|V.ROSADO CANADA               |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0832|VINO ROSADOS MESA             |V ROSADOS |0208|V.ROSADO EEUU                 |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0832|VINO ROSADOS MESA             |V ROSADOS |0209|V.ROSADO ESPAÑA               |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0832|VINO ROSADOS MESA             |V ROSADOS |0210|V.ROSADO FRANCIA              |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0832|VINO ROSADOS MESA             |V ROSADOS |0211|V.RODADO HUNGRIA              |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0832|VINO ROSADOS MESA             |V ROSADOS |0212|V.ROSADO ITALIA               |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0832|VINO ROSADOS MESA             |V ROSADOS |0213|V.ROSADO PORTUGAL             |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0832|VINO ROSADOS MESA             |V ROSADOS |0214|V.ROSADO SUDAFRICA            |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0832|VINO ROSADOS MESA             |V ROSADOS |0215|V.ROSADO URUGUAY              |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0832|VINO ROSADOS MESA             |V ROSADOS |0216|V.RODADO NUEVA ZELANDA        |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0843|VINOS MISA Y COCINA           |V MIS Y CO|0301|COCINA                        |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0843|VINOS MISA Y COCINA           |V MIS Y CO|0302|MISA                          |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0843|VINOS MISA Y COCINA           |V MIS Y CO|0303|OTROS                         |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0845|VINO ESPUMOSO Y CHAMPANA      |V.ESPYCHAM|0002|V.ESPUMOSO ARGENTINA          |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0845|VINO ESPUMOSO Y CHAMPANA      |V.ESPYCHAM|0004|V.ESPUMOSO BRASIL             |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0845|VINO ESPUMOSO Y CHAMPANA      |V.ESPYCHAM|0005|V.ESPUMOSO CHILE              |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0845|VINO ESPUMOSO Y CHAMPANA      |V.ESPYCHAM|0006|V.ESPUMOSO COLOMBIA           |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0845|VINO ESPUMOSO Y CHAMPANA      |V.ESPYCHAM|0008|V.ESPUMOSO EEUU               |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0845|VINO ESPUMOSO Y CHAMPANA      |V.ESPYCHAM|0009|V.ESPUMOSO ESPANA             |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0845|VINO ESPUMOSO Y CHAMPANA      |V.ESPYCHAM|0010|V.ESPUMOSO FRANCIA            |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0845|VINO ESPUMOSO Y CHAMPANA      |V.ESPYCHAM|0012|V.ESPUMOSO ITALIA             |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0845|VINO ESPUMOSO Y CHAMPANA      |V.ESPYCHAM|0102|SIN DEFINIR                   |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09508|VINOS                         |0850|VINO DULCE MOSCATEL Y OPORTO  |V.DUL/OPOR|0000|                              |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09512|VINOS ESPUMOSOS Y COOLERS     |1220|COOLERS MANZANA               |COOL.MANZA|0001|V.COOLERS ALEMANIA            |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09512|VINOS ESPUMOSOS Y COOLERS     |1220|COOLERS MANZANA               |COOL.MANZA|0002|V.COOLERS ARGENTINA           |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09512|VINOS ESPUMOSOS Y COOLERS     |1220|COOLERS MANZANA               |COOL.MANZA|0003|V.COOLERS AUSTRALIA           |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09512|VINOS ESPUMOSOS Y COOLERS     |1220|COOLERS MANZANA               |COOL.MANZA|0004|V.COOLERS BRASIL              |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09512|VINOS ESPUMOSOS Y COOLERS     |1220|COOLERS MANZANA               |COOL.MANZA|0005|V.COOLERS CHILE               |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09512|VINOS ESPUMOSOS Y COOLERS     |1220|COOLERS MANZANA               |COOL.MANZA|0006|V.COOLERS COLOMBIA            |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09512|VINOS ESPUMOSOS Y COOLERS     |1220|COOLERS MANZANA               |COOL.MANZA|0007|V.COOLERS CANADA              |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09512|VINOS ESPUMOSOS Y COOLERS     |1220|COOLERS MANZANA               |COOL.MANZA|0008|V.COOLERS EEUU                |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09512|VINOS ESPUMOSOS Y COOLERS     |1220|COOLERS MANZANA               |COOL.MANZA|0009|V.COOLERS ESPAÑA              |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09512|VINOS ESPUMOSOS Y COOLERS     |1220|COOLERS MANZANA               |COOL.MANZA|0010|V.COOLERS FRANCIA             |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09512|VINOS ESPUMOSOS Y COOLERS     |1220|COOLERS MANZANA               |COOL.MANZA|0011|V.COOLERS HUNGRIA             |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09512|VINOS ESPUMOSOS Y COOLERS     |1220|COOLERS MANZANA               |COOL.MANZA|0012|V.COOLERS ITALIA              |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09512|VINOS ESPUMOSOS Y COOLERS     |1220|COOLERS MANZANA               |COOL.MANZA|0013|V.COOLERS PORTUGAL            |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09512|VINOS ESPUMOSOS Y COOLERS     |1220|COOLERS MANZANA               |COOL.MANZA|0014|V.COOLERS SUDAFRICA           |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09512|VINOS ESPUMOSOS Y COOLERS     |1220|COOLERS MANZANA               |COOL.MANZA|0015|V.COOLERS URUGUAY             |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09512|VINOS ESPUMOSOS Y COOLERS     |1220|COOLERS MANZANA               |COOL.MANZA|0016|V.COOLERS NUEVA ZELANDIA      |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09532|AGUARDIENTE                   |3210|AGUARDIENTE                   |AGUARDIENT|0000|                              |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09536|RONES                         |3610|RONES JOVENES                 |RONES JOVE|8569|RON IMPORTADO                 |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09536|RONES                         |3610|RONES JOVENES                 |RONES JOVE|8570|RON NACIONAL                  |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09536|RONES                         |3615|RONES PREMIUM                 |RONES PREM|8569|RON IMPORTADO                 |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09536|RONES                         |3615|RONES PREMIUM                 |RONES PREM|8570|RON NACIONAL                  |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09536|RONES                         |3616|RONES SUPER PREMIUM           |RON.SP.PRM|8569|RON IMPORTADO                 |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09536|RONES                         |3616|RONES SUPER PREMIUM           |RON.SP.PRM|8570|RON NACIONAL                  |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09540|GINEBRAS                      |4010|GINEBRAS                      |GINEBRA   |0000|                              |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09544|BRANDY                        |4410|BRANDY                        |BRANDY    |0000|                              |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09548|VODKAS                        |4810|VODKAS                        |VODKA     |0000|                              |VOL|ML |MILILITRO                     
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09552|CIGARRILLOS                   |5210|CIGARRILLOS                   |CIGARRILLO|0010|CIGARRILLOS SUAVES            |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09552|CIGARRILLOS                   |5210|CIGARRILLOS                   |CIGARRILLO|0020|CIGARRILLOS PLENOS            |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09552|CIGARRILLOS                   |5210|CIGARRILLOS                   |CIGARRILLO|0030|CIGARRILLOS MENTHOL           |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09552|CIGARRILLOS                   |5210|CIGARRILLOS                   |CIGARRILLO|0040|CIGARRILLOS LIGHT             |EMP|U  |UNIDAD                        
20|ALIMENTOS                     |40|GRAN CONSUMO                  |080|LICORES/BEBIDAS Y PASABOCAS   |095|LICORES Y CIGARRILLOS         |09552|CIGARRILLOS                   |5210|CIGARRILLOS                   |CIGARRILLO|0050|CIGARRILLOS NEGROS            |EMP|U  |UNIDAD                        
